Name	Link	Family	Max Thickness (%)	x-Locationof Max Thickness (%)	Camber (%)	Data Sources	Cl max	Cl/Cd max	Cd @ Cl=0.1	Cd @ Cl=0.4	Cd @ Cl=0.6
JOUKOWSKY 14.00% THICK 5.00% CAMBER	Joukowsky 14.00% thick 5.00% camber	Joukowsky	14	25	4.9	JF XF	1.96	147	0.004	0.004	0.005
JOUKOWSKY 14.00% THICK 6.00% CAMBER	Joukowsky 14.00% thick 6.00% camber	Joukowsky	14	24.9	5.9	JF XF	2.07	154	0.004	0.004	0.005
JOUKOWSKY 14.00% THICK 7.00% CAMBER	Joukowsky 14.00% thick 7.00% camber	Joukowsky	14	24.7	6.8	JF XF	2.19	170	0.004	0.004	0.005
JOUKOWSKY 14.00% THICK 8.00% CAMBER	Joukowsky 14.00% thick 8.00% camber	Joukowsky	14	24.6	7.8	JF XF	2.3	180	0.015	0.004	0.004
JOUKOWSKY 14.00% THICK 9.00% CAMBER	Joukowsky 14.00% thick 9.00% camber	Joukowsky	14	24.4	8.8	JF XF	2.42	188	0.028	0.009	0.004
JOUKOWSKY 15.00% THICK 0.00% CAMBER	Joukowsky 15.00% thick 0.00% camber	Joukowsky	15	25.5	0	JF XF	1.44	159	0.004	0.005	0.005
JOUKOWSKY 15.00% THICK 1.00% CAMBER	Joukowsky 15.00% thick 1.00% camber	Joukowsky	15	25.4	1	JF XF	1.56	154	0.004	0.005	0.005
JOUKOWSKY 15.00% THICK 10.00% CAMBER	Joukowsky 15.00% thick 10.00% camber	Joukowsky	15	24.1	9.7	JF XF	2.61	184	0.039	0.019	0.01
JOUKOWSKY 15.00% THICK 2.00% CAMBER	Joukowsky 15.00% thick 2.00% camber	Joukowsky	15	25.2	1.9	JF XF	1.68	151	0.004	0.005	0.005
JOUKOWSKY 15.00% THICK 3.00% CAMBER	Joukowsky 15.00% thick 3.00% camber	Joukowsky	15	25.1	2.9	JF XF	1.8	148	0.004	0.005	0.005
JOUKOWSKY 15.00% THICK 4.00% CAMBER	Joukowsky 15.00% thick 4.00% camber	Joukowsky	15	25	3.9	JF XF	1.91	151	0.004	0.004	0.005
JOUKOWSKY 15.00% THICK 5.00% CAMBER	Joukowsky 15.00% thick 5.00% camber	Joukowsky	15	24.8	4.9	JF XF	2.04	147	0.004	0.004	0.005
JOUKOWSKY 15.00% THICK 6.00% CAMBER	Joukowsky 15.00% thick 6.00% camber	Joukowsky	15	24.7	5.9	JF XF	2.15	156	0.004	0.004	0.005
JOUKOWSKY 15.00% THICK 7.00% CAMBER	Joukowsky 15.00% thick 7.00% camber	Joukowsky	15	24.5	6.8	JF XF	2.27	166	0.004	0.004	0.005
JOUKOWSKY 15.00% THICK 8.00% CAMBER	Joukowsky 15.00% thick 8.00% camber	Joukowsky	15	24.4	7.8	JF XF	2.38	173	0.014	0.004	0.004
JOUKOWSKY 15.00% THICK 9.00% CAMBER	Joukowsky 15.00% thick 9.00% camber	Joukowsky	15	24.2	8.8	JF XF	2.5	179	0.027	0.009	0.004
JOUKOWSKY 16.00% THICK 0.00% CAMBER	Joukowsky 16.00% thick 0.00% camber	Joukowsky	16	25.3	0	JF XF	1.51	156	0.004	0.005	0.005
JOUKOWSKY 16.00% THICK 1.00% CAMBER	Joukowsky 16.00% thick 1.00% camber	Joukowsky	16	25.2	1	JF XF	1.63	156	0.004	0.005	0.005
JOUKOWSKY 16.00% THICK 10.00% CAMBER	Joukowsky 16.00% thick 10.00% camber	Joukowsky	16	23.9	9.7	JF XF	2.69	180	0.037	0.019	0.011
JOUKOWSKY 16.00% THICK 2.00% CAMBER	Joukowsky 16.00% thick 2.00% camber	Joukowsky	16	25.1	1.9	JF XF	1.75	153	0.004	0.005	0.005
JOUKOWSKY 16.00% THICK 3.00% CAMBER	Joukowsky 16.00% thick 3.00% camber	Joukowsky	16	24.9	2.9	JF XF	1.87	152	0.004	0.005	0.005
JOUKOWSKY 16.00% THICK 4.00% CAMBER	Joukowsky 16.00% thick 4.00% camber	Joukowsky	16	24.8	3.9	JF XF	1.99	150	0.004	0.005	0.005
JOUKOWSKY 16.00% THICK 5.00% CAMBER	Joukowsky 16.00% thick 5.00% camber	Joukowsky	16	24.6	4.9	JF XF	2.11	151	0.004	0.005	0.005
JOUKOWSKY 16.00% THICK 6.00% CAMBER	Joukowsky 16.00% thick 6.00% camber	Joukowsky	16	24.5	5.8	JF XF	2.23	156	0.004	0.004	0.005
JOUKOWSKY 16.00% THICK 7.00% CAMBER	Joukowsky 16.00% thick 7.00% camber	Joukowsky	16	24.4	6.8	JF XF	2.34	164	0.004	0.004	0.005
JOUKOWSKY 16.00% THICK 8.00% CAMBER	Joukowsky 16.00% thick 8.00% camber	Joukowsky	16	24.2	7.8	JF XF	2.46	171	0.014	0.004	0.005
JOUKOWSKY 16.00% THICK 9.00% CAMBER	Joukowsky 16.00% thick 9.00% camber	Joukowsky	16	24	8.7	JF XF	2.58	176	0.025	0.01	0.005
JOUKOWSKY 17.00% THICK 0.00% CAMBER	Joukowsky 17.00% thick 0.00% camber	Joukowsky	17	25.1	0	JF XF	1.58	155	0.005	0.005	0.005
JOUKOWSKY 17.00% THICK 1.00% CAMBER	Joukowsky 17.00% thick 1.00% camber	Joukowsky	17	25	1	JF XF	1.7	153	0.005	0.005	0.005
JOUKOWSKY 17.00% THICK 10.00% CAMBER	Joukowsky 17.00% thick 10.00% camber	Joukowsky	17	23.7	9.7	JF XF	2.77	176	0.035	0.019	0.011
JOUKOWSKY 17.00% THICK 2.00% CAMBER	Joukowsky 17.00% thick 2.00% camber	Joukowsky	17	26.3	1.9	JF XF	1.82	153	0.005	0.005	0.005
JOUKOWSKY 17.00% THICK 3.00% CAMBER	Joukowsky 17.00% thick 3.00% camber	Joukowsky	17	26.1	2.9	JF XF	1.94	149	0.005	0.005	0.005
JOUKOWSKY 17.00% THICK 4.00% CAMBER	Joukowsky 17.00% thick 4.00% camber	Joukowsky	17	26	3.8	JF XF	2.06	152	0.005	0.005	0.005
JOUKOWSKY 17.00% THICK 5.00% CAMBER	Joukowsky 17.00% thick 5.00% camber	Joukowsky	17	25.8	4.9	JF XF	2.18	143	0.004	0.005	0.005
JOUKOWSKY 17.00% THICK 6.00% CAMBER	Joukowsky 17.00% thick 6.00% camber	Joukowsky	17	25.7	5.8	JF XF	2.3	155	0.004	0.005	0.005
JOUKOWSKY 17.00% THICK 7.00% CAMBER	Joukowsky 17.00% thick 7.00% camber	Joukowsky	17	25.6	6.8	JF XF	2.42	156	0.004	0.005	0.005
JOUKOWSKY 17.00% THICK 8.00% CAMBER	Joukowsky 17.00% thick 8.00% camber	Joukowsky	17	24	7.7	JF XF	2.54	167	0.014	0.005	0.005
JOUKOWSKY 17.00% THICK 9.00% CAMBER	Joukowsky 17.00% thick 9.00% camber	Joukowsky	17	23.8	8.7	JF XF	2.65	171	0.025	0.011	0.005
JOUKOWSKY 18.00% THICK 0.00% CAMBER	Joukowsky 18.00% thick 0.00% camber	Joukowsky	18	26.3	0	JF XF	1.65	152	0.005	0.005	0.005
JOUKOWSKY 18.00% THICK 1.00% CAMBER	Joukowsky 18.00% thick 1.00% camber	Joukowsky	18	26.2	1	JF XF	1.77	156	0.005	0.005	0.005
JOUKOWSKY 18.00% THICK 10.00% CAMBER	Joukowsky 18.00% thick 10.00% camber	Joukowsky	18	23.5	9.6	JF XF	2.85	170	0.035	0.02	0.013
JOUKOWSKY 18.00% THICK 2.00% CAMBER	Joukowsky 18.00% thick 2.00% camber	Joukowsky	18	26.1	1.9	JF XF	1.89	152	0.005	0.005	0.005
JOUKOWSKY 18.00% THICK 3.00% CAMBER	Joukowsky 18.00% thick 3.00% camber	Joukowsky	18	25.9	2.9	JF XF	2.01	150	0.005	0.005	0.005
JOUKOWSKY 18.00% THICK 4.00% CAMBER	Joukowsky 18.00% thick 4.00% camber	Joukowsky	18	25.8	3.8	JF XF	2.13	145	0.005	0.005	0.005
JOUKOWSKY 18.00% THICK 5.00% CAMBER	Joukowsky 18.00% thick 5.00% camber	Joukowsky	18	25.7	4.8	JF XF	2.25	147	0.005	0.005	0.005
JOUKOWSKY 18.00% THICK 6.00% CAMBER	Joukowsky 18.00% thick 6.00% camber	Joukowsky	18	25.5	5.8	JF XF	2.37	153	0.005	0.005	0.005
JOUKOWSKY 18.00% THICK 7.00% CAMBER	Joukowsky 18.00% thick 7.00% camber	Joukowsky	18	25.4	6.7	JF XF	2.49	158	0.005	0.005	0.006
JOUKOWSKY 18.00% THICK 8.00% CAMBER	Joukowsky 18.00% thick 8.00% camber	Joukowsky	18	25.2	7.7	JF XF	2.61	163	0.015	0.005	0.006
JOUKOWSKY 18.00% THICK 9.00% CAMBER	Joukowsky 18.00% thick 9.00% camber	Joukowsky	18	25.1	8.7	JF XF	2.73	165	0.024	0.011	0.006
JOUKOWSKY 19.00% THICK 0.00% CAMBER	Joukowsky 19.00% thick 0.00% camber	Joukowsky	19	26.1	0	JF XF	1.72	147	0.005	0.005	0.005
											
											
JOUKOWSKY 17.00% THICK 5.00% CAMBER	Joukowsky 17.00% thick 5.00% camber	Joukowsky	17	25.8	4.9	JF XF	2.18	143	0.004	0.005	0.005
JOUKOWSKY 17.00% THICK 6.00% CAMBER	Joukowsky 17.00% thick 6.00% camber	Joukowsky	17	25.7	5.8	JF XF	2.3	155	0.004	0.005	0.005
JOUKOWSKY 17.00% THICK 7.00% CAMBER	Joukowsky 17.00% thick 7.00% camber	Joukowsky	17	25.6	6.8	JF XF	2.42	156	0.004	0.005	0.005
JOUKOWSKY 17.00% THICK 8.00% CAMBER	Joukowsky 17.00% thick 8.00% camber	Joukowsky	17	24	7.7	JF XF	2.54	167	0.014	0.005	0.005
JOUKOWSKY 17.00% THICK 9.00% CAMBER	Joukowsky 17.00% thick 9.00% camber	Joukowsky	17	23.8	8.7	JF XF	2.65	171	0.025	0.011	0.005
JOUKOWSKY 18.00% THICK 0.00% CAMBER	Joukowsky 18.00% thick 0.00% camber	Joukowsky	18	26.3	0	JF XF	1.65	152	0.005	0.005	0.005
JOUKOWSKY 18.00% THICK 1.00% CAMBER	Joukowsky 18.00% thick 1.00% camber	Joukowsky	18	26.2	1	JF XF	1.77	156	0.005	0.005	0.005
JOUKOWSKY 18.00% THICK 10.00% CAMBER	Joukowsky 18.00% thick 10.00% camber	Joukowsky	18	23.5	9.6	JF XF	2.85	170	0.035	0.02	0.013
JOUKOWSKY 18.00% THICK 2.00% CAMBER	Joukowsky 18.00% thick 2.00% camber	Joukowsky	18	26.1	1.9	JF XF	1.89	152	0.005	0.005	0.005
JOUKOWSKY 18.00% THICK 3.00% CAMBER	Joukowsky 18.00% thick 3.00% camber	Joukowsky	18	25.9	2.9	JF XF	2.01	150	0.005	0.005	0.005
JOUKOWSKY 18.00% THICK 4.00% CAMBER	Joukowsky 18.00% thick 4.00% camber	Joukowsky	18	25.8	3.8	JF XF	2.13	145	0.005	0.005	0.005
JOUKOWSKY 18.00% THICK 5.00% CAMBER	Joukowsky 18.00% thick 5.00% camber	Joukowsky	18	25.7	4.8	JF XF	2.25	147	0.005	0.005	0.005
JOUKOWSKY 18.00% THICK 6.00% CAMBER	Joukowsky 18.00% thick 6.00% camber	Joukowsky	18	25.5	5.8	JF XF	2.37	153	0.005	0.005	0.005
JOUKOWSKY 18.00% THICK 7.00% CAMBER	Joukowsky 18.00% thick 7.00% camber	Joukowsky	18	25.4	6.7	JF XF	2.49	158	0.005	0.005	0.006
JOUKOWSKY 18.00% THICK 8.00% CAMBER	Joukowsky 18.00% thick 8.00% camber	Joukowsky	18	25.2	7.7	JF XF	2.61	163	0.015	0.005	0.006
JOUKOWSKY 18.00% THICK 9.00% CAMBER	Joukowsky 18.00% thick 9.00% camber	Joukowsky	18	25.1	8.7	JF XF	2.73	165	0.024	0.011	0.006
JOUKOWSKY 19.00% THICK 0.00% CAMBER	Joukowsky 19.00% thick 0.00% camber	Joukowsky	19	26.1	0	JF XF	1.72	147	0.005	0.005	0.005
JOUKOWSKY 19.00% THICK 1.00% CAMBER	Joukowsky 19.00% thick 1.00% camber	Joukowsky	19	26	1	JF XF	1.84	147	0.005	0.005	0.006
JOUKOWSKY 19.00% THICK 10.00% CAMBER	Joukowsky 19.00% thick 10.00% camber	Joukowsky	19	24.7	9.6	JF XF	2.92	160	0.034	0.02	0.013
JOUKOWSKY 19.00% THICK 2.00% CAMBER	Joukowsky 19.00% thick 2.00% camber	Joukowsky	19	25.9	1.9	JF XF	1.96	143	0.005	0.005	0.006
JOUKOWSKY 19.00% THICK 3.00% CAMBER	Joukowsky 19.00% thick 3.00% camber	Joukowsky	19	25.8	2.9	JF XF	2.08	141	0.005	0.005	0.005
JOUKOWSKY 19.00% THICK 4.00% CAMBER	Joukowsky 19.00% thick 4.00% camber	Joukowsky	19	25.6	3.8	JF XF	2.2	138	0.005	0.005	0.005
JOUKOWSKY 19.00% THICK 5.00% CAMBER	Joukowsky 19.00% thick 5.00% camber	Joukowsky	19	25.5	4.8	JF XF	2.32	144	0.005	0.005	0.006
JOUKOWSKY 19.00% THICK 6.00% CAMBER	Joukowsky 19.00% thick 6.00% camber	Joukowsky	19	25.3	5.8	JF XF	2.44	150	0.005	0.005	0.006
JOUKOWSKY 19.00% THICK 7.00% CAMBER	Joukowsky 19.00% thick 7.00% camber	Joukowsky	19	25.2	6.7	JF XF	2.56	154	0.005	0.005	0.006
JOUKOWSKY 19.00% THICK 8.00% CAMBER	Joukowsky 19.00% thick 8.00% camber	Joukowsky	19	25	7.7	JF XF	2.68	156	0.015	0.006	0.006
JOUKOWSKY 19.00% THICK 9.00% CAMBER	Joukowsky 19.00% thick 9.00% camber	Joukowsky	19	24.9	8.6	JF XF	2.8	158	0.024	0.012	0.006
JOUKOWSKY 20.00% THICK 0.00% CAMBER	Joukowsky 20.00% thick 0.00% camber	Joukowsky	20	26	0	JF XF	1.78	140	0.005	0.005	0.006
JOUKOWSKY 20.00% THICK 1.00% CAMBER	Joukowsky 20.00% thick 1.00% camber	Joukowsky	20	25.8	0.9	JF XF	1.9	148	0.005	0.005	0.006
JOUKOWSKY 20.00% THICK 10.00% CAMBER	Joukowsky 20.00% thick 10.00% camber	Joukowsky	20	24.5	9.6	JF XF	2.99	158	0.034	0.021	0.014
JOUKOWSKY 20.00% THICK 2.00% CAMBER	Joukowsky 20.00% thick 2.00% camber	Joukowsky	20	25.7	1.9	JF XF	2.02	144	0.005	0.005	0.006
JOUKOWSKY 20.00% THICK 3.00% CAMBER	Joukowsky 20.00% thick 3.00% camber	Joukowsky	20	25.6	2.8	JF XF	2.14	134	0.005	0.005	0.006
JOUKOWSKY 20.00% THICK 4.00% CAMBER	Joukowsky 20.00% thick 4.00% camber	Joukowsky	20	25.4	3.8	JF XF	2.27	138	0.005	0.005	0.006
JOUKOWSKY 20.00% THICK 5.00% CAMBER	Joukowsky 20.00% thick 5.00% camber	Joukowsky	20	25.3	4.8	JF XF	2.39	140	0.005	0.005	0.006
JOUKOWSKY 20.00% THICK 6.00% CAMBER	Joukowsky 20.00% thick 6.00% camber	Joukowsky	20	25.1	5.7	JF XF	2.51	145	0.005	0.006	0.006
JOUKOWSKY 20.00% THICK 7.00% CAMBER	Joukowsky 20.00% thick 7.00% camber	Joukowsky	20	25	6.7	JF XF	2.63	146	0.009	0.006	0.007
JOUKOWSKY 20.00% THICK 8.00% CAMBER	Joukowsky 20.00% thick 8.00% camber	Joukowsky	20	24.8	7.7	JF XF	2.75	149	0.016	0.006	0.007
JOUKOWSKY 20.00% THICK 9.00% CAMBER	Joukowsky 20.00% thick 9.00% camber	Joukowsky	20	24.7	8.6	JF XF	2.87	154	0.024	0.013	0.007
JOUKOWSKY 9.00% THICK 0.00% CAMBER	Joukowsky 9.00% thick 0.00% camber	Joukowsky	9	25.1	0	JF XF	0.99	109	0.005	0.006	0.007
JOUKOWSKY 9.00% THICK 1.00% CAMBER	Joukowsky 9.00% thick 1.00% camber	Joukowsky	9	25	1	JF XF	1.1	100	0.005	0.006	0.007
JOUKOWSKY 9.00% THICK 10.00% CAMBER	Joukowsky 9.00% thick 10.00% camber	Joukowsky	9	23.9	9.9	JF XF	2.08	216	0.057	0.032	0.013
JOUKOWSKY 9.00% THICK 2.00% CAMBER	Joukowsky 9.00% thick 2.00% camber	Joukowsky	9	24.9	2	JF XF	1.21	107	0.005	0.006	0.007
JOUKOWSKY 9.00% THICK 3.00% CAMBER	Joukowsky 9.00% thick 3.00% camber	Joukowsky	9	24.8	3	JF XF	1.31	117	0.005	0.006	0.007
JOUKOWSKY 9.00% THICK 4.00% CAMBER	Joukowsky 9.00% thick 4.00% camber	Joukowsky	9	24.7	4	JF XF	1.42	126	0.004	0.006	0.007
JOUKOWSKY 9.00% THICK 5.00% CAMBER	Joukowsky 9.00% thick 5.00% camber	Joukowsky	9	24.6	4.9	JF XF	1.52	137	0.004	0.005	0.007
JOUKOWSKY 9.00% THICK 6.00% CAMBER	Joukowsky 9.00% thick 6.00% camber	Joukowsky	9	24.5	5.9	JF XF	1.63	157	0.004	0.004	0.006
JOUKOWSKY 9.00% THICK 7.00% CAMBER	Joukowsky 9.00% thick 7.00% camber	Joukowsky	9	24.3	6.9	JF XF	1.74	185	0.007	0.004	0.005
JOUKOWSKY 9.00% THICK 8.00% CAMBER	Joukowsky 9.00% thick 8.00% camber	Joukowsky	9	24.2	7.9	JF XF	1.85	196	0.032	0.004	0.004
JOUKOWSKY 9.00% THICK 9.00% CAMBER	Joukowsky 9.00% thick 9.00% camber	Joukowsky	9	24	8.9	JF XF	1.96	209	0.046	0.016	0.004
JWL 082 7.8/1.6	JWL 082 7.8/1.6	Leinauer	7.8	24.7	1.6	JF XF	1.07	132	0.005	0.006	0.006
JWL029 9/0	JWL029 9/0	Leinauer	9	24.7	0	JF XF	1.04	111	0.006	0.006	0.007
JWL030 7.5/0.9	JWL030 7.5/0.9	Leinauer	7.5	19.9	0.9	JF XF	1.07	116	0.006	0.005	0.007
JWL031 8/0.7	JWL031 8/0.7	Leinauer	8	19.9	0.7	JF XF	1.08	124	0.007	0.006	0.006
JWL041 11/3.5	JWL041 11/3.5	Leinauer	11.4	28.2	3.6	JF XF	1.51	142	0.006	0.006	0.006
JWL042 8.6/2.5	JWL042 8.6/2.5	Leinauer	8.6	28.2	2.5	JF XF	1.2	122	0.006	0.006	0.006
JWL043 8.8/2.1	JWL043 8.8/2.1	Leinauer	8.6	28.2	2.5	JF XF	1.2	122	0.006	0.006	0.006
JWL044 10/2.5	JWL044 10/2.5	Leinauer	10.6	28.2	2.5	JF XF	1.37	145	0.006	0.007	0.007
JWL045 9.2/2.7	JWL045 9.2/2.7	Leinauer	9.2	30.1	2.8	JF XF	1.31	122	0.006	0.005	0.006
JWL046 9.2/2.6	JWL046 9.2/2.6	Leinauer	9.2	26.5	2.6	JF XF	1.34	126	0.005	0.006	0.007
JWL065 7.9/1.7	JWL065 7.9/1.7	Leinauer	8	26.5	1.7	JF XF	1.04	148	0.005	0.005	0.006
JWL066 8.7/1.9	JWL066 8.7/1.9	Leinauer	8.7	30.1	2	JF XF	1.09	155	0.004	0.005	0.006
JWL067 11.5/1.7	JWL067 11.5/1.7	Leinauer	11.5	31.9	1.7	JF XF	1.11	156	0.005	0.006	0.007
JWL068 9.5/1.7	JWL068 9.5/1.7	Leinauer	9.5	31.9	1.7	JF XF	1.01	168	0.004	0.006	0.006
JWL069 11/0	JWL069 11/0	Leinauer	11	31.9	0	JF XF	0.96	101	0.006	0.006	0.008
JWL074 8.5/1.2	JWL074 8.5/1.2	Leinauer	8.5	26.5	1.2	JF XF	1.01	102	0.006	0.005	0.006
JWL075 8.8/1.76	JWL075 8.8/1.76	Leinauer	8.9	26.5	1.8	JF XF	1.1	111	0.006	0.005	0.006
JWL076 10/3	JWL076 10/3	Leinauer	10.3	26.5	3	JF XF	1.29	125	0.006	0.005	0.006
JWL077 10/2	JWL077 10/2	Leinauer	10.3	26.5	2	JF XF	1.22	117	0.006	0.006	0.006
JWL078 8/1	JWL078 8/1	Leinauer	8.3	26.5	1.2	JF XF	0.99	102	0.006	0.006	0.006
JWL079 9.7/2.7	JWL079 9.7/2.7	Leinauer	9.7	26.5	2.7	JF XF	1.23	124	0.006	0.005	0.006
JWL080 8.1/1.7	JWL080 8.1/1.7	Leinauer	8.1	24.7	1.5	JF XF	1.07	126	0.006	0.006	0.006
JWL081 11/1.3	JWL081 11/1.3	Leinauer	11	26.5	1.3	JF XF	1.21	123	0.007	0.007	0.007
JWL097 7.7/1.6	JWL097 7.7/1.6	Leinauer	7.7	30.1	1.6	JF XF	1	164	0.005	0.005	0.1
JWL106 9/0	JWL106 9/0	Leinauer	9	26.5	0.1	JF XF	0.93	100	0.006	0.007	0.108
K3311 (ORIGINAL)	K3311 (original)	Uncategorized	11	31.9	3.3	JF WT XF	1.5	166	0.005	0.005	0.005
K3311 (SMOOTHED)	K3311 (smoothed)	Uncategorized	11	31.9	3.2	JF XF	1.4	139	0.007	0.006	0.006
KC-135 BL124.32	KC-135 BL124.32	Boeing	13	39.7	1	JF XF	1.27	114	0.005	0.005	0.006
KC-135 BL200.76	KC-135 BL200.76	Boeing	10.6	39.7	1.3	JF XF	1.12	108	0.006	0.005	0.006
KC-135 BL351.6	KC-135 BL351.6	Boeing	9	41.7	1.7	JF XF	1.07	113	0.005	0.005	0.006
KC-135 BL52.44	KC-135 BL52.44	Boeing	15.5	35.8	0.8	JF XF	1.44	115	0.005	0.005	0.007
KENNEDY AND MARSDEN	KENNEDY AND MARSDEN	Uncategorized	27.9	31.9	7.7	JF XF	3.33	220	0.019	0.015	0.014
LA2573A	LA2573A	Uncategorized	13.7	28.2	3.2	JF XF	1.57	151	0.006	0.004	0.005
LDS-2	LDS-2	Uncategorized	12	33.8	2.2	JF XF	1.51	128	0.005	0.005	0.007
LISSAMAN 7769	LISSAMAN 7769	Uncategorized	11	28.2	4.4	JF XF	1.57	221	0.005	0.005	0.005
LNV109A	LNV109A	Uncategorized	13	23.1	6	JF XF	1.89	203	0.006	0.006	0.006
LOCKHEED C-141 BL0	LOCKHEED C-141 BL0	Lockheed	13	39.7	1.1	JF XF	1.36	125	0.006	0.006	0.007
LOCKHEED C-141 BL113.6	LOCKHEED C-141 BL113.6	Lockheed	12.6	39.7	1.1	JF XF	1.34	124	0.006	0.007	0.008
LOCKHEED C-141 BL426.57	LOCKHEED C-141 BL426.57	Lockheed	11	39.7	1.3	JF XF	1.26	116	0.007	0.007	0.009
LOCKHEED C-141 BL610.61	LOCKHEED C-141 BL610.61	Lockheed	10.8	39.7	1.5	JF XF	1.33	119	0.008	0.008	0.01
LOCKHEED C-141 BL761.11	LOCKHEED C-141 BL761.11	Lockheed	10.5	39.7	1.8	JF XF	1.39	118	0.009	0.008	0.01
LOCKHEED C-141 BL958.89	LOCKHEED C-141 BL958.89	Lockheed	10	39.7	2.3	JF XF	1.47	114	0.01	0.011	0.01
LOCKHEED C-5A BL0	LOCKHEED C-5A BL0	Lockheed	13.1	39.7	0.7	JF XF	1.29	88	0.007	0.009	0.01
LOCKHEED C-5A BL1256	LOCKHEED C-5A BL1256	Lockheed	10.8	39.7	1.4	JF XF	1.41	92	0.008	0.009	0.009
LOCKHEED C-5A BL488.2	LOCKHEED C-5A BL488.2	Lockheed	11.5	39.7	1.2	JF XF	1.32	90	0.008	0.009	0.01
LOCKHEED C-5A BL576	LOCKHEED C-5A BL576	Lockheed	11.1	39.7	1.4	JF XF	1.32	93	0.008	0.009	0.009
LOCKHEED C-5A BL758.6	LOCKHEED C-5A BL758.6	Lockheed	11.1	39.7	1.4	JF XF	1.37	94	0.008	0.008	0.009
LOCKHEED L-188 ROOT	LOCKHEED L-188 ROOT	Lockheed	14	39.7	2	JF XF	1.57	100	0.009	0.008	0.009
LOCKHEED L-188 TIP	LOCKHEED L-188 TIP	Lockheed	12	39.7	2.7	JF XF	1.51	112	0.009	0.008	0.008
LOCKHEED-GEORGIA SUPERCRITICAL	LOCKHEED-GEORGIA SUPERCRITICAL	Lockheed	10	31.9	1.5	JF XF	1.3	121	0.005	0.008	0.008
LRN1007	LRN1007	Uncategorized	7.3	41.7	5.9	JF WT XF	1.24	157	0.028	0.017	0.017
LS(1)-0013	LS(1)-0013	NASA	12.9	39.7	0	JF XF	1.24	79	0.01	0.012	0.013
LS(1)-0413 (GA(W)-2)	LS(1)-0413 (GA(W)-2)	NASA	12.9	39.7	2.1	JF XF	1.72	93	0.01	0.01	0.012
LS(1)-0413MOD	LS(1)-0413MOD	NASA	13	33.8	2	JF XF	1.72	100	0.01	0.008	0.008
LS(1)-0417 (GA(W)-1)	LS(1)-0417 (GA(W)-1)	NASA	17	39.8	2.2	JF XF	1.95	89	0.012	0.01	0.01
LS(1)-0417MOD	LS(1)-0417MOD	NASA	17	30.1	2.3	JF XF	1.99	98	0.012	0.011	0.011
LS(1)-0421	LS(1)-0421	NASA	20.9	39.8	2.1	JF XF	2.19	75	0.015	0.014	0.014
LS(1)-0421MOD	LS(1)-0421MOD	NASA	21	32	2.1	JF XF	2.32	73	0.015	0.013	0.013
LWK 79-100	LWK 79-100	Uncategorized	10	28.2	0	JF XF	1.01	87	0.007	0.008	0.009
LWK 80-080	LWK 80-080	Uncategorized	8.1	41.7	0	JF XF	0.75	100	0.003	0.005	0.092
LWK 80-100	LWK 80-100	Uncategorized	10.1	41.7	0	JF XF	0.91	103	0.004	0.005	0.104
LWK 80-120/K25	LWK 80-120/K25	Uncategorized	12.1	41.7	0	JF XF	1.04	101	0.004	0.006	0.007
LWK 80-150/K25	LWK 80-150/K25	Uncategorized	15	41.7	0	JF XF	1.28	128	0.003	0.005	0.006
M 7372	M 7372	Midic	7.3	18.4	7.2	JF XF	1.87	128	0.043	0.009	0.009
M 77	M 77	Midic	7	24.7	7	JF XF	1.68	135	0.04	0.033	0.031
MA409 (ORIGINAL)	MA409 (original)	Uncategorized	6.8	24.7	2.6	JF WT XF	1.22	148	0.005	0.006	0.005
MA409 (SMOOTHED)	MA409 (smoothed)	Uncategorized	6.7	24.7	3.3	JF XF	1.16	120	0.007	0.007	0.007
MARSDEN	Marsden	Uncategorized	27.9	31.9	6.7	JF XF	3.33	220	0.02	0.016	0.014
MARSKE MONARCH (NACA 43012A)	MARSKE MONARCH (NACA 43012A)	Marske	12.2	23.1	3.4	JF XF	1.65	161	0.006	0.005	0.006
MARSKE PIONEER IA (NACA 23112/43012A HYBRID)	MARSKE PIONEER IA (NACA 23112/43012A HYBRID)	Marske	12.1	28.2	2.7	JF XF	1.57	147	0.005	0.005	0.005
MARSKE PIONEER IID ROOT (NACA 431012A/24112 HYBRID)	MARSKE PIONEER IID ROOT (NACA 431012A/24112 HYBRID)	Marske	12.1	28.2	2.8	JF XF	1.57	139	0.006	0.005	0.006
MARSKE PIONEER IID TIP (NACA 431012A*.833 HYBRID)	MARSKE PIONEER IID TIP (NACA 431012A*.833 HYBRID)	Marske	10.2	21.5	2.8	JF XF	1.47	148	0.006	0.005	0.005
MARSKE XM-1D (F14-3.0)	MARSKE XM-1D (F14-3.0)	Marske	14	24.7	3	JF XF	1.71	149	0.006	0.006	0.006
MB253515 15.0% SMOOTHED	MB253515 15.0% smoothed	Uncategorized	15	35.8	2.5	JF WT XF	1.43	147	0.005	0.005	0.005
MB7136	MB7136	Molfino	7	26.5	1.2	JF XF	0.97	99	0.006	0.006	0.092
MB714	MB714	Molfino	7	26.5	1.4	JF XF	1	102	0.006	0.006	0.093
MC813	MC813	Molfino	8	26.5	1.3	JF XF	0.98	100	0.007	0.006	0.082
MD8135	MD8135	Molfino	8	28.2	1.4	JF XF	0.92	98	0.006	0.006	0.08
MD814	MD814	Molfino	8	26.5	1.4	JF XF	0.99	102	0.007	0.006	0.007
